cfile,BestSansPip,OracleEP,TimeWithIPNaive,Diff,EPConfiguration,Index
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_texture.c,18613.04,10214.8,3530.76,8398.240000000002,EP_Solver=Naive,241.0
557.xz+liblzma_lzma_lzma_encoder_presets.c,18884.16,7115.8,3129.3,11768.36,EP_Solver=Naive,242.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_flip.c,18909.58,10615.8,2977.96,8293.780000000002,EP_Solver=Naive,243.0
526.blender+blender_source_blender_blenkernel_intern_autoexec.c,18933.28,14790.4,5739.52,4142.879999999999,EP_Solver=Naive,244.0
gdb-15.2+gnulib_import_mbrtowc.c,19361.2,10916.0,4904.0,8445.2,EP_Solver=Naive,246.0
sendmail-8.18.1+libsm_fprintf.c,19520.6,19237.0,7443.4,283.59999999999854,EP_Solver=Naive,248.0
ghostscript-10.04.0+pdf_pdf_font9.c,19560.8,11152.0,4914.8,8408.8,EP_Solver=Naive,249.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_idMask.c,19699.38,13690.8,5299.36,6008.580000000002,EP_Solver=Naive,250.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_rgb.c,19748.76,8747.4,3544.48,11001.359999999999,EP_Solver=Naive,251.0
emacs-29.4+lib_c-strcasecmp.c,19752.4,9495.0,5398.0,10257.400000000001,EP_Solver=Naive,252.0
ghostscript-10.04.0+freetype_src_base_ftgasp.c,19833.6,7712.0,4386.8,12121.599999999999,EP_Solver=Naive,253.0
507.cactuBSSN+Cactus_main_Traverse.c,19934.32,8176.4,4663.94,11757.92,EP_Solver=Naive,255.0
544.nab+regex-alpha_regfree.c,19986.48,11037.8,2797.48,8948.68,EP_Solver=Naive,257.0
sendmail-8.18.1+libsm_lowercase.c,20252.8,11472.0,5174.2,8780.8,EP_Solver=Naive,260.0
ghostscript-10.04.0+base_gp_getnv.c,20280.2,15049.0,5095.4,5231.200000000001,EP_Solver=Naive,261.0
sendmail-8.18.1+libsmutil_cf.c,20292.0,11016.0,5085.8,9276.0,EP_Solver=Naive,262.0
emacs-29.4+lib_c-strncasecmp.c,20330.6,8829.0,5154.6,11501.599999999999,EP_Solver=Naive,263.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_normalize.c,20364.5,11239.8,5971.76,9124.7,EP_Solver=Naive,265.0
505.mcf+pflowup.c,20447.0,6873.6,4384.08,13573.4,EP_Solver=Naive,266.0
526.blender+zlib_uncompr.c,20453.64,16982.4,7586.14,3471.239999999998,EP_Solver=Naive,267.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_gamma.c,20488.08,10220.2,4536.7,10267.880000000001,EP_Solver=Naive,269.0
emacs-29.4+lib_acl-errno-valid.c,20494.2,1927.0,6985.8,18567.2,EP_Solver=Naive,270.0
emacs-29.4+lib_set-permissions.c,20692.0,14663.0,6615.2,6029.0,EP_Solver=Naive,273.0
507.cactuBSSN+LocalReduce_Reduction.c,20704.0,14335.2,5318.64,6368.799999999999,EP_Solver=Naive,274.0
ghostscript-10.04.0+freetype_src_base_ftdebug.c,20878.4,11929.0,5269.4,8949.400000000001,EP_Solver=Naive,275.0
557.xz+liblzma_common_easy_buffer_encoder.c,20907.3,11614.2,6863.66,9293.099999999999,EP_Solver=Naive,276.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_composite.c,20955.88,14667.8,5530.04,6288.080000000002,EP_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired,277.0
507.cactuBSSN+Cactus_util_Network.c,21128.92,13826.6,8516.52,7302.319999999998,EP_Solver=Naive,278.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_filter.c,21165.08,12494.6,3919.44,8670.480000000001,EP_Solver=Naive,279.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_switch.c,21193.62,11535.8,4781.36,9657.82,EP_Solver=Naive,280.0
ghostscript-10.04.0+base_gscedata.c,21204.8,20295.0,5600.0,909.7999999999993,EP_Solver=Naive,281.0
ghostscript-10.04.0+devices_gdevstc1.c,21273.6,17872.0,5073.6,3401.5999999999985,EP_Solver=Naive,282.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_inpaint.c,21339.46,10037.4,7570.78,11302.06,EP_Solver=Naive,283.0
557.xz+liblzma_common_stream_flags_common.c,21446.46,13014.2,5878.92,8432.259999999998,EP_Solver=Naive,284.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_normal.c,21447.94,13948.0,4022.68,7499.939999999999,EP_Solver=Worklist_Policy=FirstInFirstOut,285.0
507.cactuBSSN+LocalReduce_Startup.c,21482.32,9321.4,7081.64,12160.92,EP_Solver=Naive,286.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_output_lamp.c,21529.66,14723.6,5846.84,6806.0599999999995,EP_Solver=Naive,287.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_output_linestyle.c,21653.64,12295.4,4400.18,9358.24,EP_Solver=Naive,289.0
emacs-29.4+lib_nanosleep.c,21708.8,13374.0,5982.2,8334.8,EP_Solver=Naive,291.0
gdb-15.2+sim_common_target-newlib-open.c,21886.6,13377.0,5652.8,8509.599999999999,EP_Solver=Naive,292.0
507.cactuBSSN+CactusBindings_Parameters_StaticConformal_Parameters.c,21890.44,18273.2,3832.74,3617.239999999998,EP_Solver=Worklist_Policy=LastInFirstOut,293.0
sendmail-8.18.1+libsm_config.c,21907.6,8880.0,3422.6,13027.599999999999,EP_Solver=Naive,294.0
557.xz+common_tuklib_mbstr_fw.c,21938.4,3263.6,3621.0,18674.800000000003,EP_Solver=Naive,295.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_math.c,22053.64,17645.6,5385.2,4408.040000000001,EP_Solver=Naive,298.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_setalpha.c,22271.76,15064.6,4429.32,7207.159999999998,EP_Solver=Worklist_Policy=FirstInFirstOut,300.0
538.imagick+magick_client.c,22289.8,12670.2,9913.08,9619.599999999999,EP_Solver=Naive,301.0
gdb-15.2+libctf_ctf-error.c,22298.8,17942.0,7364.6,4356.799999999999,EP_Solver=Naive,302.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_wireframe.c,22380.42,20002.0,6596.06,2378.4199999999983,EP_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,303.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_mapRange.c,22409.22,15563.2,4947.5,6846.02,EP_Solver=Naive,304.0
sendmail-8.18.1+libsm_wbuf.c,22473.0,19353.0,5467.2,3120.0,EP_Solver=Naive,306.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_cornerpin.c,22622.6,14721.4,3854.44,7901.199999999999,EP_Solver=Naive,307.0
526.blender+blender_source_blender_modifiers_intern_MOD_softbody.c,22696.12,16186.0,6895.82,6510.119999999999,EP_Solver=Naive,308.0
507.cactuBSSN+CoordGauge_cctk_Bindings_cctk_ThornBindings.c,22742.44,22566.8,8223.82,175.63999999999942,EP_Solver=Naive,309.0
557.xz+liblzma_check_crc64_fast.c,22775.24,9598.0,6751.48,13177.240000000002,EP_Solver=Naive,310.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_brightness.c,22809.46,14068.2,4948.02,8741.259999999998,EP_Solver=Naive,311.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_blackbody.c,23050.18,16716.6,5220.34,6333.580000000002,EP_Solver=Naive,313.0
emacs-29.4+lib_filemode.c,23053.8,12947.0,5694.0,10106.8,EP_Solver=Naive,314.0
507.cactuBSSN+SymBase_cctk_Bindings_cctk_ThornBindings.c,23076.12,22648.0,6374.1,428.119999999999,EP_Solver=Naive,315.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_transform.c,23129.12,9688.8,3811.56,13440.32,EP_Solver=Naive,316.0
ghostscript-10.04.0+base_shc.c,23300.6,12413.0,5944.2,10887.599999999999,EP_Solver=Naive,318.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_particle_info.c,23375.66,8411.6,5189.0,14964.06,EP_Solver=Naive,319.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_wavelength.c,23504.28,19368.4,5077.92,4135.879999999997,EP_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired,323.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_premulkey.c,23517.54,13713.2,5373.32,9804.34,EP_Solver=Naive,324.0
507.cactuBSSN+CactusBindings_Implementations_ImplementationBindings.c,23726.04,6195.2,8985.94,17530.84,EP_Solver=Naive,325.0
ghostscript-10.04.0+extract_src_docx_template.c,23821.6,17457.0,6945.4,6364.5999999999985,EP_Solver=Naive,327.0
507.cactuBSSN+Cactus_util_RegisterKeyedFunction.c,23822.46,19708.0,7632.22,4114.459999999999,EP_Solver=Naive,328.0
538.imagick+magick_monitor.c,23895.3,12475.0,4464.16,11420.3,EP_Solver=Naive,329.0
507.cactuBSSN+Cactus_main_CactusDefaultShutdown.c,23938.72,18333.6,8685.66,5605.120000000003,EP_Solver=Naive,330.0
ghostscript-10.04.0+devices_gdevstc3.c,24215.6,9392.0,5028.8,14823.599999999999,EP_Solver=Naive,331.0
ghostscript-10.04.0+base_gp_strdl.c,24516.6,20999.0,5673.2,3517.5999999999985,EP_Solver=Naive,334.0
507.cactuBSSN+CactusBindings_Parameters_CoordGauge_Parameters.c,24531.74,21149.6,6865.5,3382.140000000003,EP_Solver=Worklist_Policy=FirstInFirstOut,335.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_doubleEdgeMask.c,24587.12,10565.8,4066.84,14021.32,EP_Solver=Naive,338.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_displace.c,24701.8,10690.4,3686.92,14011.4,EP_Solver=Naive,340.0
ghostscript-10.04.0+pdf_pdf_utf8.c,24729.8,18620.0,7188.8,6109.799999999999,EP_Solver=Naive,341.0
emacs-29.4+lib_c-ctype.c,24751.4,9509.0,6760.4,15242.400000000001,EP_Solver=Naive,342.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_mixrgb.c,24831.96,17578.0,5138.18,7253.959999999999,EP_Solver=Worklist_Policy=LastInFirstOut,344.0
507.cactuBSSN+CactusBindings_Parameters_Boundary_Parameters.c,24891.06,13267.0,7850.04,11624.060000000001,EP_Solver=Naive,346.0
gdb-15.2+libbacktrace_state.c,24911.2,23515.0,5057.4,1396.2000000000007,EP_OVS_Solver=Naive,347.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_levels.c,24947.08,22236.8,6794.88,2710.2800000000025,EP_Solver=Naive,349.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_output_world.c,24964.08,13495.8,4633.06,11468.280000000002,EP_Solver=Naive,350.0
507.cactuBSSN+Boundary_cctk_Bindings_cctk_ThornBindings.c,24988.24,23301.2,7549.84,1687.0400000000009,EP_Solver=Worklist_Policy=FirstInFirstOut,351.0
507.cactuBSSN+Time_cctk_Bindings_cctk_ThornBindings.c,25062.08,24406.2,7417.36,655.880000000001,EP_Solver=Naive,352.0
gdb-15.2+libctf_ctf-sha1.c,25074.6,14501.0,6407.2,10573.599999999999,EP_Solver=Naive,353.0
ghostscript-10.04.0+freetype_src_pcf_pcfutil.c,25385.6,15541.0,6751.0,9844.599999999999,EP_Solver=Naive,357.0
525.x264+x264_src_common_vlc.c,25576.86,5848.0,5574.54,19728.86,EP_Solver=Naive,359.0
emacs-29.4+lib_pipe2.c,25675.2,24310.0,9508.2,1365.2000000000007,EP_Solver=Naive,361.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_rotate.c,25718.02,22623.0,8837.02,3095.0200000000004,EP_Solver=Worklist_Policy=FirstInFirstOut,362.0
sendmail-8.18.1+libsm_fwalk.c,25728.2,19718.0,7132.8,6010.200000000001,EP_Solver=Naive,363.0
gdb-15.2+libsframe_sframe-error.c,25729.0,15689.0,7803.8,10040.0,EP_Solver=Naive,364.0
526.blender+blender_source_blender_modifiers_intern_MOD_fluidsim_util.c,25889.72,25588.2,7261.02,301.52000000000044,EP_Solver=Naive,366.0
emacs-29.4+lib_save-cwd.c,25928.2,15819.0,13366.2,10109.2,EP_OVS_Solver=Naive,368.0
gdb-15.2+opcodes_dis-init.c,26021.4,25430.0,4593.8,591.4000000000015,EP_Solver=Naive,369.0
sendmail-8.18.1+libsm_string.c,26114.6,11126.0,5043.6,14988.599999999999,EP_Solver=Naive,370.0
557.xz+liblzma_common_vli_encoder.c,26168.64,9721.4,8878.68,16447.239999999998,EP_Solver=Naive,371.0
emacs-29.4+src_comp.c,26512.0,14591.0,7887.6,11921.0,EP_Solver=Naive,377.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_hair_info.c,26570.14,11583.6,4108.4,14986.539999999999,EP_Solver=Naive,378.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_zcombine.c,26573.68,10428.6,3320.36,16145.08,EP_Solver=Naive,379.0
507.cactuBSSN+CactusBindings_Parameters_TmunuBase_Parameters.c,26608.94,22489.4,8882.92,4119.539999999997,EP_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired,381.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_holdout.c,26800.72,16123.0,6504.52,10677.720000000001,EP_Solver=Naive,384.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_background.c,26899.06,15255.2,7707.98,11643.86,EP_Solver=Naive,386.0
557.xz+liblzma_common_block_util.c,26905.4,16920.6,8052.88,9984.800000000003,EP_Solver=Naive,387.0
gdb-15.2+libiberty_timeval-utils.c,27126.0,12433.0,4028.6,14693.0,EP_Solver=Naive,391.0
gdb-15.2+libiberty_lbasename.c,27241.8,17399.0,6395.2,9842.8,EP_Solver=Naive,392.0
sendmail-8.18.1+libsm_vsnprintf.c,27262.2,21545.0,7769.6,5717.200000000001,EP_Solver=Naive,393.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleADMMacros.c,27281.5,6191.6,10071.68,21089.9,EP_Solver=Naive,395.0
gdb-15.2+libiberty_spaces.c,27370.4,7571.0,6898.2,19799.4,EP_Solver=Naive,396.0
526.blender+blender_source_blender_modifiers_intern_MOD_meshcache_util.c,27484.84,11891.0,8333.58,15593.84,EP_Solver=Naive,397.0
502.gcc+spaces.c,27557.84,6821.2,6219.46,20736.64,EP_Solver=Naive,398.0
538.imagick+magick_delegate.c,27594.54,25970.4,7838.16,1624.1399999999994,EP_Solver=Naive,399.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleGenericFD.c,27636.28,15996.0,11045.22,11640.279999999999,EP_Solver=Naive,400.0
557.xz+liblzma_check_crc32_fast.c,27696.58,10619.2,6572.26,17077.38,EP_Solver=Naive,401.0
507.cactuBSSN+Cactus_main_SetupCache.c,27736.2,10605.8,4085.76,17130.4,EP_Solver=Naive,403.0
502.gcc+mkstemps.c,27741.38,23344.4,9215.88,4396.98,EP_Solver=Naive,404.0
526.blender+blender_source_blender_editors_render_render_ops.c,27860.46,7331.0,6763.5,20529.46,EP_Solver=Naive,405.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_bokehblur.c,27867.66,23416.8,7841.76,4450.860000000001,EP_Solver=Worklist_Policy=LastInFirstOut,406.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleSymBase.c,28070.66,14009.4,14494.28,14061.26,EP_Solver=Naive,409.0
526.blender+blender_source_blender_modifiers_intern_MOD_remesh.c,28269.04,22428.6,8379.16,5840.440000000002,EP_Solver=Naive,412.0
507.cactuBSSN+Boundary_NoneBoundary.c,28271.92,10275.0,4323.92,17996.92,EP_Solver=Naive,413.0
gdb-15.2+gnulib_import_setlocale_null.c,28275.2,27858.0,10547.8,417.2000000000007,EP_Solver=Naive,415.0
gdb-15.2+libiberty_bsearch_r.c,28630.2,11427.0,6358.0,17203.2,EP_Solver=Naive,418.0
507.cactuBSSN+Cactus_main_Termination.c,28641.76,11964.2,6130.7,16677.559999999998,EP_Solver=Naive,419.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_despeckle.c,28761.52,27087.4,7197.52,1674.119999999999,EP_Solver=Worklist_Policy=FirstInFirstOut,420.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_invert.c,28781.84,20358.4,7379.04,8423.439999999999,EP_Solver=Naive,421.0
sendmail-8.18.1+libsm_snprintf.c,28831.6,21225.0,9303.4,7606.5999999999985,EP_Solver=Naive,422.0
557.xz+liblzma_common_vli_decoder.c,29069.28,14799.6,7134.46,14269.679999999998,EP_Solver=Naive,424.0
557.xz+liblzma_common_filter_flags_decoder.c,29245.3,21377.6,9438.48,7867.700000000001,EP_OVS_Solver=Naive,427.0
ghostscript-10.04.0+freetype_src_base_ftwinfnt.c,29488.2,18982.0,5833.6,10506.2,EP_Solver=Naive,434.0
557.xz+liblzma_simple_simple_decoder.c,29813.22,19299.0,10194.62,10514.220000000001,EP_Solver=Naive,442.0
gdb-15.2+gnulib_import_basename-lgpl.c,29987.8,13333.0,11670.8,16654.8,EP_Solver=Naive,443.0
507.cactuBSSN+Cactus_main_MainUtils.c,30035.44,23569.2,8974.46,6466.239999999998,EP_Solver=Naive,444.0
557.xz+liblzma_common_filter_flags_encoder.c,30199.42,28273.6,10468.64,1925.8199999999997,EP_Solver=Naive,447.0
526.blender+specrand_specrand.c,30612.88,22364.0,15784.66,8248.880000000001,EP_Solver=Naive,454.0
507.cactuBSSN+CactusBindings_Functions_RegisterThornFunctions.c,30667.0,18779.0,12570.3,11888.0,EP_Solver=Naive,455.0
526.blender+zlib_compress.c,30801.56,29844.8,10888.0,956.760000000002,EP_Solver=Naive,457.0
ghostscript-10.04.0+base_gsrop.c,31046.8,29806.0,10973.2,1240.7999999999993,EP_Solver=Naive,463.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_sepcombRGBA.c,31334.6,29704.2,5783.26,1630.3999999999978,EP_Solver=Worklist_Policy=LastInFirstOut,465.0
507.cactuBSSN+Cactus_util_Cache.c,31453.18,19229.2,10134.42,12223.98,EP_Solver=Naive,469.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleCactus.c,31683.98,8386.0,4909.74,23297.98,EP_Solver=Naive,473.0
gdb-15.2+gnulib_import_malloc_scratch_buffer_dupfree.c,31892.0,24508.0,7938.2,7384.0,EP_Solver=Naive,476.0
557.xz+liblzma_check_check.c,31948.16,28925.4,13060.94,3022.7599999999984,EP_Solver=Naive,477.0
544.nab+specrand_specrand.c,31976.08,23975.2,16550.76,8000.880000000001,EP_Solver=Naive,478.0
557.xz+liblzma_simple_simple_encoder.c,32102.72,12125.0,8756.04,19977.72,EP_Solver=Naive,483.0
sendmail-8.18.1+libsm_strrevcmp.c,32111.6,18566.0,8038.2,13545.599999999999,EP_Solver=Naive,485.0
ghostscript-10.04.0+freetype_src_autofit_afdummy.c,32138.4,26253.0,8264.6,5885.4000000000015,EP_Solver=Naive,486.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_sepcombHSVA.c,32606.68,24903.4,6160.2,7703.279999999999,EP_Solver=Worklist_Policy=LastInFirstOut,495.0
ghostscript-10.04.0+freetype_src_base_ftfntfmt.c,33393.8,23185.0,5389.0,10208.800000000003,EP_Solver=Naive,511.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleCoordBase.c,33552.44,12515.6,6406.5,21036.840000000004,EP_Solver=Naive,512.0
526.blender+blender_source_blender_nodes_composite_nodes_node_composite_common.c,34154.44,18270.4,10253.0,15884.04,EP_Solver=Naive,517.0
ghostscript-10.04.0+base_gscrypt1.c,34295.8,15422.0,8161.2,18873.800000000003,EP_Solver=Naive,521.0
507.cactuBSSN+Cactus_main_ShutdownCactus.c,35386.72,27768.8,8897.16,7617.920000000002,EP_Solver=Naive,536.0
526.blender+blender_source_blender_blenlib_intern_sort_utils.c,35728.94,23947.8,6494.44,11781.140000000003,EP_Solver=Naive,540.0
sendmail-8.18.1+libsm_strcasecmp.c,36104.8,16643.0,7964.4,19461.800000000003,EP_Solver=Naive,541.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_object_info.c,36338.16,34933.8,11808.5,1404.3600000000006,EP_Solver=Worklist_Policy=FirstInFirstOut,545.0
gdb-15.2+readline_readline_xmalloc.c,36404.2,35755.0,12502.8,649.1999999999971,EP_Solver=Naive,546.0
544.nab+rand2.c,36543.24,31698.4,16258.66,4844.8399999999965,EP_Solver=Naive,549.0
507.cactuBSSN+CactusBindings_Parameters_Time_Parameters.c,36740.8,31763.4,8176.3,4977.4000000000015,EP_Solver=Worklist_Policy=FirstInFirstOut,554.0
sendmail-8.18.1+sendmail_sysexits.c,36833.0,31150.0,8640.6,5683.0,EP_Solver=Naive,555.0
526.blender+blender_source_blender_blenkernel_intern_writeavi.c,36964.96,31633.4,16822.9,5331.559999999998,EP_Solver=Naive,557.0
507.cactuBSSN+CactusBindings_Parameters_GenericFD_Parameters.c,36994.76,32463.4,13628.42,4531.360000000001,EP_Solver=Worklist_Policy=FirstInFirstOut,559.0
gdb-15.2+sim_common_target-newlib-signal.c,37351.2,22784.0,9502.8,14567.199999999997,EP_Solver=Naive,568.0
507.cactuBSSN+CactusBindings_Variables_BindingsVariables.c,37862.02,17729.8,12078.22,20132.219999999998,EP_Solver=Naive,573.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleBoundary.c,38210.04,17371.0,17522.62,20839.04,EP_Solver=Naive,579.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_light_path.c,38243.02,35953.8,10035.72,2289.219999999994,EP_Solver=Naive,581.0
gdb-15.2+gnulib_import_malloca.c,38304.2,17023.0,9717.6,21281.199999999997,EP_Solver=Naive,583.0
507.cactuBSSN+CactusBindings_Schedule_BindingsSchedule.c,38507.58,17327.8,12138.8,21179.780000000002,EP_Solver=Naive,586.0
ghostscript-10.04.0+leptonica_src_bootnumgen2.c,38513.6,33243.0,6417.2,5270.5999999999985,EP_Solver=Naive,587.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_mix_shader.c,38708.66,37909.2,9852.88,799.4600000000064,EP_Solver=Worklist_Policy=LastInFirstOut,590.0
526.blender+spec_jpeg.c,38906.5,38317.4,19609.5,589.0999999999985,EP_OVS_Solver=Worklist_Policy=FirstInFirstOut_LazyCD,592.0
sendmail-8.18.1+libsm_errstring.c,39570.0,29465.0,9344.2,10105.0,EP_Solver=Naive,605.0
507.cactuBSSN+CactusBindings_Parameters_BindingsParameters.c,39606.46,11442.6,9673.62,28163.86,EP_Solver=Naive,606.0
507.cactuBSSN+PUGHReduce_Startup.c,39848.46,18009.4,14433.94,21839.059999999998,EP_Solver=Naive,611.0
ghostscript-10.04.0+zlib_compress.c,39973.0,32701.0,12973.2,7272.0,EP_Solver=Naive,614.0
526.blender+blender_extern_wcwidth_wcwidth.c,40256.68,17855.8,13838.8,22400.88,EP_Solver=Naive,617.0
ghostscript-10.04.0+base_gsstrl.c,40623.6,23167.0,10333.8,17456.6,EP_Solver=Naive,623.0
507.cactuBSSN+CactusBindings_Schedule_BindingsParameterRecovery.c,40686.06,23171.8,15547.28,17514.26,EP_Solver=Naive,624.0
557.xz+liblzma_simple_arm.c,40754.06,32289.2,14538.04,8464.859999999997,EP_Solver=Naive,626.0
557.xz+liblzma_simple_sparc.c,40859.08,36575.6,15094.14,4283.480000000003,EP_Solver=Naive,627.0
gdb-15.2+libiberty_xatexit.c,41072.6,32728.0,12183.0,8344.599999999999,EP_Solver=Naive,629.0
ghostscript-10.04.0+base_gsstrtok.c,41166.0,25776.0,11702.4,15390.0,EP_Solver=Naive,631.0
gdb-15.2+zlib_uncompr.c,41323.0,39804.0,11971.4,1519.0,EP_Solver=Naive,633.0
557.xz+liblzma_simple_armthumb.c,41337.68,32835.8,15586.52,8501.879999999997,EP_Solver=Naive,634.0
544.nab+chirvol.c,41413.06,22205.6,12549.46,19207.46,EP_Solver=Naive,635.0
502.gcc+xatexit.c,41634.46,32066.6,12397.88,9567.86,EP_Solver=Naive,637.0
gdb-15.2+libbacktrace_sort.c,43188.4,24916.0,19003.6,18272.4,EP_Solver=Naive,661.0
557.xz+liblzma_simple_powerpc.c,43193.66,35328.0,17978.48,7865.6600000000035,EP_Solver=Naive,662.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_emission.c,43581.3,41762.4,12175.5,1818.9000000000015,EP_Solver=Worklist_Policy=LastInFirstOut,667.0
507.cactuBSSN+Cactus_util_StoreKeyedData.c,44060.96,43578.0,11160.44,482.9599999999991,EP_Solver=Naive,673.0
526.blender+blender_source_blender_blenlib_intern_lasso.c,44177.56,40870.8,14613.4,3306.7599999999948,EP_Solver=Naive,675.0
526.blender+blender_source_blender_nodes_shader_nodes_node_shader_geometry.c,44992.54,44036.2,14483.22,956.3400000000038,EP_Solver=Worklist_Policy=FirstInFirstOut,680.0
507.cactuBSSN+CactusBindings_Parameters_IOBasic_Parameters.c,46163.5,42121.4,13094.12,4042.0999999999985,EP_Solver=Worklist_Policy=FirstInFirstOut,692.0
505.mcf+pbla.c,46253.62,14517.8,11523.52,31735.820000000003,EP_Solver=Naive,694.0
ghostscript-10.04.0+base_gxi16bit.c,47050.8,29213.0,10355.6,17837.800000000003,EP_Solver=Naive,707.0
gdb-15.2+gnulib_import_dirname-lgpl.c,47234.4,26985.0,11158.0,20249.4,EP_Solver=Naive,710.0
emacs-29.4+lib_dtoastr.c,47612.6,24983.0,15392.4,22629.6,EP_Solver=Naive,715.0
526.blender+zlib_adler32.c,47884.24,28764.8,12844.74,19119.44,EP_Solver=Naive,718.0
gdb-15.2+bfd_stab-syms.c,48141.2,14480.0,10784.4,33661.2,EP_Solver=Naive,720.0
507.cactuBSSN+StaticConformal_ConfPhys.c,48667.24,43704.2,12091.16,4963.040000000001,EP_Solver=Naive,723.0
sendmail-8.18.1+libsm_match.c,49236.6,18751.0,11730.8,30485.6,EP_Solver=Naive,730.0
505.mcf+pstart.c,50012.36,17694.4,13113.16,32317.96,EP_Solver=Naive,737.0
502.gcc+sort.c,50143.86,22824.2,13768.74,27319.66,EP_Solver=Naive,740.0
emacs-29.4+lib_md5-stream.c,50301.6,46521.0,17718.8,3780.5999999999985,EP_Solver=Naive,743.0
ghostscript-10.04.0+devices_vector_whitelst.c,50681.8,21759.0,17488.6,28922.800000000003,EP_Solver=Naive,748.0
507.cactuBSSN+CactusBindings_Parameters_ADMBase_Parameters.c,51230.14,45920.0,18034.8,5310.139999999999,EP_Solver=Worklist_Policy=FirstInFirstOut,752.0
gdb-15.2+zlib_adler32.c,51356.4,36017.0,15209.0,15339.400000000001,EP_Solver=Naive,753.0
507.cactuBSSN+CactusBindings_Parameters_GaugeWave_Parameters.c,51793.28,42803.2,24613.32,8990.080000000002,EP_Solver=Naive,755.0
507.cactuBSSN+Cactus_main_ConfigData.c,51832.84,34762.2,9716.44,17070.64,EP_Solver=Worklist_Policy=LastInFirstOut,756.0
sendmail-8.18.1+libsm_sem.c,54479.6,42189.0,17075.2,12290.599999999999,EP_Solver=Naive,772.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleTmunuBase.c,54723.56,53050.6,33385.82,1672.9599999999991,EP_Solver=Worklist_Policy=LastInFirstOut,773.0
ghostscript-10.04.0+freetype_src_autofit_afranges.c,55043.2,11533.0,4162.8,43510.2,EP_Solver=Naive,775.0
557.xz+liblzma_simple_x86.c,56157.0,46348.4,20246.14,9808.599999999999,EP_Solver=Naive,784.0
ghostscript-10.04.0+base_gp_utf8.c,56467.6,37991.0,15930.8,18476.6,EP_Solver=Naive,785.0
ghostscript-10.04.0+zlib_adler32.c,57011.8,34656.0,16224.2,22355.800000000003,EP_Solver=Naive,788.0
