cfile,BestSansPip,OracleEP,Diff,EPConfiguration,Index
emacs-29.4+lib_c-strcasecmp.c,16467.82,8652.86,7814.959999999999,EP_Solver=Naive,312.0
507.cactuBSSN+Cactus_main_Termination.c,16472.28,15622.46,849.8199999999997,EP_Solver=Naive,313.0
526.blender+blender_source_blender_blenkernel_intern_autoexec.c,16755.2,15556.34,1198.8600000000006,EP_Solver=Naive,317.0
emacs-29.4+lib_c-strncasecmp.c,16770.48,9142.9,7627.58,EP_Solver=Naive,318.0
526.blender+blender_source_blender_editors_render_render_ops.c,16781.38,6794.7,9986.68,EP_Solver=Naive,319.0
507.cactuBSSN+CactusBindings_Implementations_ImplementationBindings.c,16875.82,6338.68,10537.14,EP_Solver=Naive,320.0
557.xz+liblzma_common_stream_flags_common.c,17252.6,15969.3,1283.2999999999993,EP_Solver=Naive,326.0
ghostscript-10.04.0+freetype_src_base_ftgasp.c,17374.14,7836.2,9537.939999999999,EP_Solver=Naive,329.0
538.imagick+magick_client.c,17426.54,15280.34,2146.2000000000007,EP_Solver=Naive,331.0
emacs-29.4+lib_save-cwd.c,17646.38,12560.12,5086.26,EP_Solver=Naive,333.0
gdb-15.2+libiberty_timeval-utils.c,17692.82,12101.72,5591.1,EP_Solver=Naive,335.0
ghostscript-10.04.0+extract_src_docx_template.c,17962.74,15572.98,2389.760000000002,EP_Solver=Naive,339.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleGenericFD.c,18100.02,16588.62,1511.4000000000015,EP_Solver=Naive,340.0
gdb-15.2+sim_common_target-newlib-open.c,18155.4,12192.78,5962.620000000001,EP_Solver=Naive,341.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleCactus.c,18377.06,10271.04,8106.02,EP_Solver=Naive,349.0
ghostscript-10.04.0+base_shc.c,18674.28,13999.36,4674.919999999998,EP_Solver=Naive,355.0
emacs-29.4+lib_set-permissions.c,18725.68,16303.58,2422.1000000000004,EP_Solver=Naive,357.0
sendmail-8.18.1+libsm_string.c,18880.8,11732.92,7147.879999999999,EP_Solver=Naive,358.0
507.cactuBSSN+LocalReduce_Reduction.c,19207.52,16872.1,2335.420000000002,EP_Solver=Naive,363.0
507.cactuBSSN+LocalReduce_Startup.c,19241.74,10966.14,8275.600000000002,EP_Solver=Naive,364.0
557.xz+liblzma_check_crc64_fast.c,19291.22,9891.56,9399.660000000002,EP_Solver=Naive,366.0
507.cactuBSSN+CactusBindings_Parameters_Boundary_Parameters.c,19292.5,12954.36,6338.139999999999,EP_Solver=Naive,367.0
emacs-29.4+lib_nanosleep.c,19420.9,12424.46,6996.440000000002,EP_Solver=Naive,370.0
gdb-15.2+libiberty_spaces.c,19460.86,7610.4,11850.460000000001,EP_Solver=Naive,372.0
ghostscript-10.04.0+base_gp_getnv.c,19577.98,17536.58,2041.3999999999978,EP_Solver=Naive,373.0
526.blender+blender_source_blender_modifiers_intern_MOD_softbody.c,19671.46,17520.24,2151.2199999999975,EP_Solver=Naive,376.0
emacs-29.4+lib_c-ctype.c,19799.96,12151.64,7648.32,EP_Solver=Naive,383.0
gdb-15.2+libsframe_sframe-error.c,20065.0,15342.14,4722.860000000001,EP_Solver=Naive,389.0
emacs-29.4+lib_filemode.c,20067.48,14793.46,5274.02,EP_Solver=Naive,390.0
557.xz+liblzma_check_crc32_fast.c,20130.7,11884.96,8245.740000000002,EP_Solver=Naive,392.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleSymBase.c,20182.08,13427.04,6755.040000000001,EP_Solver=Naive,394.0
502.gcc+spaces.c,20347.5,7960.2,12387.3,EP_Solver=Naive,399.0
557.xz+liblzma_common_filter_flags_decoder.c,20437.0,16915.34,3521.66,EP_Solver=Naive,401.0
525.x264+common_vlc.c,20579.26,6358.36,14220.899999999998,EP_Solver=Naive,408.0
gdb-15.2+libctf_ctf-sha1.c,20983.42,14587.24,6396.1799999999985,EP_Solver=Naive,414.0
gdb-15.2+gnulib_import_basename-lgpl.c,21109.76,14221.82,6887.939999999999,EP_Solver=Naive,416.0
gdb-15.2+libiberty_bsearch_r.c,21215.54,11533.4,9682.140000000001,EP_Solver=Naive,417.0
ghostscript-10.04.0+freetype_src_pcf_pcfutil.c,21249.66,17174.32,4075.34,EP_Solver=Naive,418.0
526.blender+blender_source_blender_modifiers_intern_MOD_meshcache_util.c,21264.7,13631.28,7633.42,EP_Solver=Naive,420.0
557.xz+liblzma_simple_simple_encoder.c,21441.9,15009.5,6432.4000000000015,EP_Solver=Naive,424.0
557.xz+liblzma_common_vli_encoder.c,21512.48,10523.2,10989.279999999999,EP_Solver=Naive,425.0
507.cactuBSSN+Cactus_main_SetupCache.c,21664.52,14135.16,7529.360000000001,EP_Solver=Naive,430.0
ghostscript-10.04.0+devices_gdevstc3.c,22010.18,11309.62,10700.56,EP_Solver=Naive,436.0
538.imagick+magick_monitor.c,22192.38,13357.5,8834.880000000001,EP_Solver=Naive,441.0
sendmail-8.18.1+libsm_strrevcmp.c,22339.76,19410.58,2929.1799999999967,EP_Solver=Naive,442.0
emacs-29.4+src_comp.c,22360.5,17280.08,5080.419999999998,EP_Solver=Naive,444.0
sendmail-8.18.1+libsm_fwalk.c,22804.86,20159.5,2645.3600000000006,EP_Solver=Naive,459.0
gdb-15.2+libiberty_lbasename.c,23018.6,19924.58,3094.019999999997,EP_Solver=Naive,468.0
ghostscript-10.04.0+devices_gdevstc1.c,23413.88,20270.0,3143.880000000001,EP_Solver=Naive,475.0
gdb-15.2+gnulib_import_malloca.c,23588.4,17633.22,5955.18,EP_Solver=Naive,480.0
557.xz+liblzma_common_vli_decoder.c,24001.66,12457.3,11544.36,EP_Solver=Naive,490.0
ghostscript-10.04.0+freetype_src_base_ftwinfnt.c,24550.02,21237.32,3312.7000000000007,EP_Solver=Naive,501.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleCoordBase.c,25093.16,13979.9,11113.26,EP_Solver=Naive,513.0
507.cactuBSSN+CactusBindings_Functions_RegisterThornFunctions.c,25713.08,19689.16,6023.920000000002,EP_Solver=Naive,522.0
507.cactuBSSN+CactusBindings_Schedule_ScheduleBoundary.c,26275.74,20189.48,6086.260000000002,EP_Solver=Naive,530.0
sendmail-8.18.1+libsm_strcasecmp.c,26793.02,17668.38,9124.64,EP_Solver=Naive,537.0
557.xz+liblzma_common_block_util.c,27190.84,24288.7,2902.1399999999994,EP_Solver=Naive,542.0
507.cactuBSSN+Cactus_util_Cache.c,27621.3,20891.08,6730.2199999999975,EP_Solver=Naive,546.0
ghostscript-10.04.0+base_gscrypt1.c,27731.62,16942.88,10788.739999999998,EP_Solver=Naive,549.0
gdb-15.2+sim_common_target-newlib-signal.c,29293.12,21617.14,7675.98,EP_Solver=Naive,571.0
526.blender+blender_source_blender_blenlib_intern_sort_utils.c,29359.56,24890.04,4469.52,EP_Solver=Naive,574.0
507.cactuBSSN+PUGHReduce_Startup.c,29781.2,20044.98,9736.220000000001,EP_Solver=Naive,581.0
505.mcf+pbla.c,30874.26,15611.64,15262.619999999999,EP_Solver=Naive,593.0
507.cactuBSSN+CactusBindings_Variables_BindingsVariables.c,31919.96,18987.18,12932.779999999999,EP_Solver=Naive,604.0
507.cactuBSSN+CactusBindings_Parameters_BindingsParameters.c,32073.92,12650.62,19423.299999999996,EP_Solver=Naive,609.0
sendmail-8.18.1+libsm_errstring.c,33933.44,30735.16,3198.2800000000025,EP_Solver=Naive,637.0
544.nab+chirvol.c,34267.02,21430.88,12836.139999999996,EP_Solver=Naive,639.0
507.cactuBSSN+CactusBindings_Schedule_BindingsSchedule.c,35333.44,21023.9,14309.54,EP_Solver=Naive,651.0
ghostscript-10.04.0+base_gxi16bit.c,36100.34,31132.9,4967.439999999995,EP_Solver=Naive,661.0
ghostscript-10.04.0+freetype_src_autofit_afranges.c,36237.64,11378.14,24859.5,EP_Solver=Naive,663.0
505.mcf+pstart.c,36322.74,17115.18,19207.559999999998,EP_Solver=Naive,665.0
507.cactuBSSN+CactusBindings_Schedule_BindingsParameterRecovery.c,36345.74,25750.22,10595.519999999997,EP_Solver=Naive,666.0
ghostscript-10.04.0+devices_vector_whitelst.c,36684.02,22984.1,13699.919999999998,EP_Solver=Naive,668.0
sendmail-8.18.1+libsm_match.c,37475.36,18194.78,19280.58,EP_Solver=Naive,679.0
526.blender+blender_extern_wcwidth_wcwidth.c,38196.98,26275.26,11921.720000000005,EP_Solver=Naive,690.0
gdb-15.2+libbacktrace_sort.c,38739.12,28517.82,10221.300000000003,EP_Solver=Naive,698.0
ghostscript-10.04.0+base_gsstrl.c,39201.94,28251.06,10950.880000000001,EP_Solver=Naive,704.0
502.gcc+xatexit.c,39544.24,39269.78,274.4599999999991,EP_Solver=Naive,712.0
emacs-29.4+lib_dtoastr.c,39629.4,27403.14,12226.260000000002,EP_Solver=Naive,713.0
gdb-15.2+bfd_stab-syms.c,39695.76,14934.12,24761.64,EP_Solver=Naive,715.0
ghostscript-10.04.0+base_gsstrtok.c,40188.42,31818.58,8369.839999999997,EP_Solver=Naive,723.0
526.blender+zlib_adler32.c,40231.88,29747.4,10484.479999999996,EP_Solver=Naive,726.0
gdb-15.2+zlib_adler32.c,41276.16,38375.74,2900.4200000000055,EP_Solver=Naive,739.0
ghostscript-10.04.0+zlib_adler32.c,41827.84,37017.06,4810.779999999999,EP_Solver=Naive,745.0
gdb-15.2+libiberty_sort.c,43015.64,23489.94,19525.7,EP_Solver=Naive,759.0
502.gcc+sort.c,43878.22,23398.82,20479.4,EP_Solver=Naive,773.0
sendmail-8.18.1+libsm_strexit.c,48151.48,34674.38,13477.100000000006,EP_Solver=Naive,797.0
ghostscript-10.04.0+base_gp_utf8.c,48626.5,39459.86,9166.64,EP_Solver=Naive,800.0
557.xz+liblzma_simple_ia64.c,49660.34,42065.22,7595.119999999995,EP_Solver=Naive,811.0
sendmail-8.18.1+libsm_strto.c,55193.54,54861.74,331.8000000000029,EP_Solver=Naive,851.0
ghostscript-10.04.0+freetype_src_base_ftlcdfil.c,57954.26,54777.52,3176.7400000000052,EP_Solver=Naive,881.0
ghostscript-10.04.0+contrib_lips4_gdevlips.c,64394.8,61882.92,2511.8800000000047,EP_Solver=Naive,941.0
500.perlbench+dist_IO_poll.c,68583.28,34815.84,33767.44,EP_Solver=Naive,979.0
sendmail-8.18.1+sendmail_arpadate.c,74997.9,74112.72,885.179999999993,EP_Solver=Naive,1020.0
ghostscript-10.04.0+obj_jidctint.c,76940.34,35723.94,41216.399999999994,EP_Solver=Naive,1041.0
gdb-15.2+libdecnumber_bid_bid2dpd_dpd2bid.c,80056.56,59619.88,20436.68,EP_Solver=Naive,1059.0
507.cactuBSSN+Cactus_main_Complex.c,84538.74,50463.64,34075.100000000006,EP_Solver=Naive,1089.0
505.mcf+treeup.c,86192.26,41395.48,44796.77999999999,EP_Solver=Naive,1095.0
ghostscript-10.04.0+base_gxctable.c,86252.22,65040.9,21211.32,EP_Solver=Naive,1096.0
502.gcc+bid2dpd_dpd2bid.c,86731.16,76976.48,9754.680000000008,EP_Solver=Naive,1099.0
gdb-15.2+sim_common_target-newlib-errno.c,89260.92,72532.58,16728.339999999997,EP_Solver=Naive,1117.0
ghostscript-10.04.0+psi_iscannum.c,90738.24,62409.78,28328.460000000006,EP_Solver=Naive,1128.0
ghostscript-10.04.0+base_gsimpath.c,91027.0,68866.16,22160.839999999997,EP_Solver=Naive,1133.0
526.blender+blender_source_blender_blenlib_intern_easing.c,92459.52,74996.12,17463.40000000001,EP_Solver=Naive,1142.0
ghostscript-10.04.0+zlib_crc32.c,97535.84,91478.98,6056.860000000001,EP_Solver=Naive,1177.0
526.blender+zlib_inffast.c,124112.52,102660.94,21451.58,EP_Solver=Naive,1337.0
gdb-15.2+zlib_inffast.c,126514.12,90479.92,36034.2,EP_Solver=Naive,1353.0
ghostscript-10.04.0+zlib_inffast.c,126833.76,88688.3,38145.45999999999,EP_Solver=Naive,1356.0
ghostscript-10.04.0+base_gsbitcom.c,131366.9,57167.0,74199.9,EP_Solver=Naive,1387.0
ghostscript-10.04.0+devices_gdevstc4.c,134199.08,95960.06,38239.01999999999,EP_Solver=Naive,1397.0
526.blender+blender_source_blender_blenlib_intern_md5.c,146173.06,141475.72,4697.3399999999965,EP_Solver=Naive,1447.0
gdb-15.2+zlib_inftrees.c,150750.6,80865.04,69885.56000000001,EP_Solver=Naive,1466.0
ghostscript-10.04.0+zlib_inftrees.c,151336.98,82936.72,68400.26000000001,EP_Solver=Naive,1470.0
526.blender+zlib_inftrees.c,152263.48,81230.38,71033.1,EP_Solver=Naive,1472.0
ghostscript-10.04.0+devices_gdevstc2.c,153291.22,126247.3,27043.92,EP_Solver=Naive,1477.0
505.mcf+spec_qsort_spec_qsort.c,175704.94,137117.52,38587.42000000001,EP_Solver=Naive,1556.0
502.gcc+spec_qsort_spec_qsort.c,204580.86,161275.46,43305.399999999994,EP_Solver=Naive,1701.0
ghostscript-10.04.0+leptonica_src_fhmtgenlow.1.c,218514.56,127441.52,91073.04,EP_Solver=Naive,1740.0
ghostscript-10.04.0+base_claptrap.c,227160.06,187892.16,39267.899999999994,EP_Solver=Naive,1773.0
ghostscript-10.04.0+base_claptrap-planar.c,240477.16,201240.64,39236.51999999999,EP_Solver=Naive,1802.0
ghostscript-10.04.0+base_gsflip.c,351457.98,256442.18,95015.79999999999,EP_Solver=Naive,2100.0
gdb-15.2+libiberty_dwarfnames.c,425777.74,191010.96,234766.78,EP_Solver=Naive,2247.0
ghostscript-10.04.0+base_gsroptab.c,466418.1,391259.62,75158.47999999998,EP_Solver=Naive,2308.0
502.gcc+strerror.c,506084.24,482092.7,23991.53999999998,EP_Solver=Worklist_Policy=TwoPhaseLeastRecentlyFired_OnlineCD,2386.0
ghostscript-10.04.0+leptonica_src_roplow.c,1010408.64,852379.32,158029.32000000007,EP_Solver=Naive,2850.0
ghostscript-10.04.0+leptonica_src_dwacomblow.2.c,3344187.24,2148868.08,1195319.1600000001,EP_Solver=Naive,3379.0
ghostscript-10.04.0+leptonica_src_fmorphgenlow.1.c,4375701.94,2496373.0,1879328.9400000004,EP_Solver=Naive,3447.0
ghostscript-10.04.0+pdf_pdf_fontps.c,25646112.38,19989326.84,5656785.539999999,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3630.0
502.gcc+cp-demangle.c,44964698.18,40914772.04,4049926.1400000006,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3644.0
gdb-15.2+libiberty_cp-demangle.c,66718545.1,53178073.38,13540471.719999999,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3649.0
502.gcc+insn-attrtab.c,146366828.22,64429754.22,81937074.0,EP_OVS_Solver=Worklist_Policy=FirstInFirstOut_OnlineCD,3652.0
emacs-29.4+lib-src_ctags.c,282889474.36,44413184.02,238476290.34,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3655.0
emacs-29.4+lib-src_etags.c,287182542.66,87260694.48,199921848.18,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3656.0
ghostscript-10.04.0+base_gdevp14.c,938721326.32,544476806.18,394244520.1400001,EP_OVS_Solver=Worklist_Policy=LeastRecentlyFired_OnlineCD,3657.0
